file1,start1,end1,file2,start2,end2,classification,notes
13825946_0_1_11.java,1,11,netbeans-6.9.1-201007282301/openide.util/src/org/openide/util/CharSequences.java,576,586,EX,hashCode implementation of the original String class in Java.
13825946_0_1_11.java,1,11,netbeans-6.9.1-201007282301/openide.util/src/org/openide/util/CharSequences.java,632,642,EX,hashCode implementation of the original String class in Java.
14463994_0_1_17.java,1,17,lucene-4.3.0/lucene-4.3.0/analysis/icu/src/java/org/apache/lucene/analysis/icu/segmentation/ICUTokenizer.java,83,95,EX,SO answer says the code is from org.apache.commons.io.IOUtils. Lucene code also says that it is from commons-io's readFully method.
14673198_1_3_13.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,SO copies from IOUtils. IOUtils is originally from apache.common.io. tomcat copied this code to its code base
14673198_1_3_13.java,1,11,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/engine/jdbc/StreamUtils.java,12,21,EX,ONE-SIDED SO copied from IOUtils. code in hibernate is too similar not to be a clone
14673198_1_3_13.java,1,11,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,ONE-SIDED SO copied from IOUtils. code in struts is too similar not to be a clone
14757346_0_1_14.java,1,14,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/inject/ContainerImpl.java,441,453,EX,OUTDATED: SO answer says the code is from Guice's source code and the code is already OUTDATED! (see https://github.com/google/guice/commit/135aa0e516219c6e63df634aa72377d13eec4970)
15185345_0_21_33.java,1,13,Compiere_330_Source/release_330/ad/src/org/compiere/util/CachedRowSetImpl.java,512,525,EX,SO answer says the code is copied from http://tech.groups.yahoo.com/group/Firebird-Java/message/10715 which extends CachedRowSetImpl with lots of overriding methods.
15260207_0_127_144.java,1,18,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,72,89,EX,SO says it copied and pasted from sun tutorial. code in freemind has the same comments as the sun one
15260207_0_156_166.java,1,11,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,90,100,EX,SO says it copied and pasted from sun tutorial. code in freemind has the same comments as the sun one
15373186_0_104_113.java,1,10,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,113,122,EX,SO answer says the code is from http://blogs.sun.com/andreas/resource/InstallCert.java. No comment in iReport's code.
15993431_0_1_14.java,1,14,batik-src-1.7/batik-1.7/sources/org/apache/batik/gvt/CompositeGraphicsNode.java,537,552,EX,SO answer says the code is copied from java.util.ArrayList$Itr.remove() (see http://grepcode.com/file/repository.grepcode.com/java/root/jdk/openjdk/6-b14/java/util/ArrayList.java#ArrayList.iterator%28%29).
16207578_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,EX,SO posts code from HttpServlet to assist in reply. eclipse copied this class to its code base
16207578_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,SO posts code from HttpServlet to assist in reply. NOTE: consolidate these clones.
16207578_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,EX,SO posts code from HttpServlet to assist in reply. NOTE: consolidate these clones.
16207578_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,EX,SO posts code from HttpServlet to assist in reply. NOTE: consolidate these clones.
16556460_0_1_14.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/core/helpers/CollectionUtils.java,18,32,EX,"ONE-SIDED code originally from ArrayList implementation. eclipse code is related to Collections, too similar not to be cloned"
16556460_0_1_14.java,1,14,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/HsqlArrayList.java,70,85,EX,ONE-SIDED code originally from ArrayList implementation. qualitas code creates a extension to ArrayList
16556460_0_1_14.java,1,14,netbeans-6.9.1-201007282301/editor.settings/src/org/netbeans/api/editor/settings/MultiKeyBinding.java,90,103,EX,ONE-SIDED code originally from ArrayList implementation.
17994928_0_1_16.java,1,16,eclipse_SDK/eclipse_SDK-4.3/src/src/junitsrc/org/junit/runners/ParentRunner.java,124,137,EX,SO copied from JUnit to assist in reply. eclipse copied JUnit to its code base
18105169_0_1_14.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/core/helpers/CollectionUtils.java,18,32,EX,original implementation of indexOf method in the ArrayList class
18105169_0_1_14.java,1,14,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/HsqlArrayList.java,70,85,EX,original implementation of indexOf method in the ArrayList class
18105169_0_1_14.java,1,14,netbeans-6.9.1-201007282301/editor.settings/src/org/netbeans/api/editor/settings/MultiKeyBinding.java,90,103,EX,original implementation of indexOf method in the ArrayList class
18153986_0_1_14.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/core/helpers/CollectionUtils.java,18,32,EX,original implementation of indexOf method in the ArrayList class
18153986_0_1_14.java,1,14,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/HsqlArrayList.java,70,85,EX,original implementation of indexOf method in the ArrayList class
18153986_0_1_14.java,1,14,netbeans-6.9.1-201007282301/editor.settings/src/org/netbeans/api/editor/settings/MultiKeyBinding.java,90,103,EX,original implementation of indexOf method in the ArrayList class
18161554_0_1_16.java,1,16,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,INSECURE CODE/ONE-SIDED: SO answer has a link of the original code: http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html
18499149_0_1_15.java,1,15,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/JSheet.java,473,487,EX,SO copies from original implementation of JOptionPane to assist in reply. qualitas code is visually build on top of that code and even uses types from JOptionPane in its implementation
18687201_0_1_10.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18764836_0_104_113.java,1,10,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,113,122,EX,Authors of answer clearly says he copied from a certain post from Sun (now Oracle): https://blogs.oracle.com/gc/entry/unable_to_find_valid_certification.
1888284_0_4_39.java,1,36,freemind-src-0/freemind/freemind/common/UnicodeReader.java,25,63,EX,"ONE-SIDED: SO answer is surely from UnicodeReader that are available on many projects over the internet, e.g. see https://github.com/google/gdata-java-client/blob/master/java/src/com/google/gdata/util/io/base/UnicodeReader.java."
1888284_0_4_39.java,1,36,marauroa-3.8.1/marauroa-3.8.1/src/marauroa/common/io/UnicodeSupportingInputStreamReader.java,28,63,EX,"ONE-SIDED: SO answer is surely from UnicodeReader that are available on many projects over the internet, e.g. see https://github.com/google/gdata-java-client/blob/master/java/src/com/google/gdata/util/io/base/UnicodeReader.java."
1888284_0_4_39.java,1,36,netbeans-6.9.1-201007282301/xml.core/src/org/netbeans/modules/xml/core/lib/UnicodeReader.java,21,59,EX,"ONE-SIDED: SO answer is surely from UnicodeReader that are available on many projects over the internet, e.g. see https://github.com/google/gdata-java-client/blob/master/java/src/com/google/gdata/util/io/base/UnicodeReader.java."
18936791_0_1_12.java,1,12,netbeans-6.9.1-201007282301/dlight.util/src/org/netbeans/modules/dlight/util/DLightExecutorService.java,74,85,EX,SO answer says the code is from java.util.concurrent.Executors.DefaultThreadFactory class.
18970685_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/store/FSDirectory.java,36,45,EX,SO copies from FSDirectory.open(File) in lucene to assist reply. eclipse copies lucene to its code base
19340685_0_1_17.java,1,17,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,282,299,EX,SO posts code from original Java class implementation. Hibernate says the class is based on this same class
19340685_0_1_17.java,1,17,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,300,317,EX,SO posts code from original Java class implementation. Hibernate says the class is based on this same class
19341392_0_1_10.java,1,10,jruby-1.5.2/jruby-1.5.2/src/org/jruby/java/dispatch/CallableSelector.java,311,320,EX,ONE-SIDED original hashcode implementation from java class. this snippet is commonly used in software systems
19382475_0_14_25.java,1,12,netbeans-6.9.1-201007282301/dlight.util/src/org/netbeans/modules/dlight/util/DLightExecutorService.java,74,85,EX,SO answer says the code is from java.util.concurrent.Executors.DefaultThreadFactory class.
19937754_0_1_12.java,1,12,netbeans-6.9.1-201007282301/spring.beans/src/org/netbeans/modules/spring/beans/utils/StringUtils.java,9,20,EX,ONE-SIDED: SO answer says the code is from org/apache/commons/lang/StringUtils. While netbeans code comment says the code is duplicated from org/springframework/util/StringUtils.
19937754_0_1_12.java,1,12,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.core/src/main/java/org/springframework/util/StringUtils.java,27,38,EX,ONE-SIDED: SO answer says the code is from org/apache/commons/lang/StringUtils. While netbeans code comment says the code is duplicated from org/springframework/util/StringUtils.
19937754_0_1_12.java,1,12,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.core/src/main/java/org/springframework/util/StringUtils.java,42,53,EX,ONE-SIDED: SO answer says the code is from org/apache/commons/lang/StringUtils. While netbeans code comment says the code is duplicated from org/springframework/util/StringUtils.
20296220_0_1_10.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20296220_0_1_10.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20296220_0_1_10.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20296220_0_1_10.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20296220_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20296220_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20296220_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20296220_0_1_10.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,EX,SO posts original code from servlet to assist in reply. tomcat copies this implementation to their code base
20451267_0_1_16.java,1,16,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,233,248,EX,SO copies code from original java class implementation to assist in reply. hibernate says their class in based on the original java class
20720685_0_1_10.java,1,10,jruby-1.5.2/jruby-1.5.2/src/org/jruby/java/dispatch/CallableSelector.java,311,320,EX,ONE-SIDED SO posts original hashcode implementation from java classes. commonly reused snippet
20957626_0_1_15.java,1,15,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/FieldValueHitQueue.java,53,64,EX,SO claims the code is from hibernate. Qualitas snippet is from lucene. SO answer says the code is from Hibernate-Search sourcecode which is actually from lucene.
21000697_0_1_11.java,1,11,netbeans-6.9.1-201007282301/openide.util/src/org/openide/util/CharSequences.java,576,586,EX,ONE-SIDED SO posts original hashcode implementation from java classes. commonly reused snippet
21000697_0_1_11.java,1,11,netbeans-6.9.1-201007282301/openide.util/src/org/openide/util/CharSequences.java,632,642,EX,ONE-SIDED SO posts original hashcode implementation from java classes. commonly reused snippet
2113093_0_1_11.java,1,11,colt-1/colt/src/cern/colt/matrix/linalg/SingularValueDecomposition.java,345,354,EX,SO code is from JAMA package. cloned method. class in qualitas has the same name as the class in SO was copied from
2113093_0_1_11.java,1,11,weka-3-7-9/main/java/weka/core/matrix/SingularValueDecomposition.java,354,364,EX,"SO answer says that the code is copied from SingularValueDecomposition.java in Jama. The question is also tagged jama. However, weka code does not say anything about copying. Maybe they wrote this from scratch and they're just coincidentally similar?"
21912294_0_109_118.java,1,10,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportTrustManager.java,113,122,EX,"ONE-SIDED: SO answer is a modified version of the code in the question, which is actually copied from http://blogs.sun.com/andreas/resource/InstallCert.java."
21996565_0_9_19.java,1,11,netbeans-6.9.1-201007282301/versioning.system.cvss/src/org/netbeans/modules/versioning/system/cvss/ui/wizards/CvsRootPanel.java,26,37,EX,ONE-SIDED: SO answer says the code is from http://docs.oracle.com/javase/7/docs/api/javax/swing/JTextField.html.
22091934_0_1_33.java,1,33,colt-1/colt/src/cern/colt/Sorting.java,584,607,EX,ONE-SIDED SO posts code from Arrays original implementation. qualitas snippet has the same comments
22585813_0_1_16.java,1,16,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,790,804,EX,SO posts code from mozilla rhino. netbeans copied mozilla rhino to its code base
22692838_1_1_16.java,1,16,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/queryParser/QueryParser.java,564,576,EX,SO says he based on lucene to reach solution. eclipse copied lucene to its code base
24755224_0_1_11.java,1,11,commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/CursorableLinkedList.java,239,249,EX,ONE-SIDED SO posts code from original HashSet class. qualitas code is a collection library.
24755224_0_1_11.java,1,11,commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/list/AbstractLinkedList.java,134,144,EX,ONE-SIDED SO posts code from original HashSet class. qualitas code is a collection library.
24755224_0_1_11.java,1,11,commons-collections-3/commons-collections-3.2.1-src/src/java/org/apache/commons/collections/list/AbstractLinkedList.java,145,155,EX,ONE-SIDED SO posts code from original HashSet class. qualitas code is a collection library.
24755224_0_1_11.java,1,11,netbeans-6.9.1-201007282301/cnd.modelimpl/src/org/netbeans/modules/cnd/modelimpl/uid/LazyCsmCollection.java,104,114,EX,ONE-SIDED SO posts code from original HashSet class. qualitas code is a collection library.
24755224_0_1_11.java,1,11,netbeans-6.9.1-201007282301/cnd.modelimpl/src/org/netbeans/modules/cnd/modelimpl/uid/LazyCsmCollection.java,115,125,EX,ONE-SIDED SO posts code from original HashSet class. qualitas code is a collection library.
24796308_0_1_14.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/equinox/internal/p2/core/helpers/CollectionUtils.java,18,32,EX,ONE-SIDED SO posts code from original ArrayList class. qualitas code is a collection library.
24796308_0_1_14.java,1,14,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/HsqlArrayList.java,70,85,EX,ONE-SIDED SO posts code from original ArrayList class. qualitas code is a collection library.
24796308_0_1_14.java,1,14,netbeans-6.9.1-201007282301/editor.settings/src/org/netbeans/api/editor/settings/MultiKeyBinding.java,90,103,EX,ONE-SIDED SO posts code from original ArrayList class.
24901004_0_1_17.java,1,17,netbeans-6.9.1-201007282301/cnd.repository/src/org/netbeans/modules/cnd/repository/util/LongHashMap.java,169,185,EX,ONE-SIDED SO posts code from original HashMap class.
24901004_0_1_17.java,1,17,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,169,185,EX,ONE-SIDED SO posts code from original HashMap class.
24901004_0_1_17.java,1,17,Vuze_4812_source/org/gudy/azureus2/core3/util/ByteArrayHashMap.java,155,171,EX,ONE-SIDED SO posts code from original HashMap class.
24963319_2_1_13.java,1,13,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,EX,ONE-SIDED: SO answer discusses that the doneEDT() is from javax.swing.SwingWorker.
25108080_0_1_23.java,1,23,iText-src-5/src/core/com/itextpdf/text/BaseColor.java,56,76,EX,"after research, original snippet comes from original Sun's Color.java class"
25332022_0_1_19.java,1,19,netbeans-6.9.1-201007282301/cnd.repository/src/org/netbeans/modules/cnd/repository/util/LongHashMap.java,120,138,EX,SO posts code from original HashMap implementation. netbeans code is based on this class
25332022_0_1_19.java,1,19,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,120,138,EX,SO posts code from original HashMap implementation. netbeans code is based on this class
25373489_0_50_66.java,1,17,weka-3-7-9/main/java/weka/gui/beans/KnowledgeFlowApp.java,2041,2061,EX,ONE-SIDED. SO code is based on ORacle's example.cno evidence on Weka's code
25505852_2_1_28.java,1,28,Vuze_4812_source/org/gudy/azureus2/core3/util/BEncoder.java,477,507,EX,ONE-SIDED original code from Integer class. no evidence where qualitas code comes from
2752455_0_1_23.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,EX,ONE-SIDED: SO answer says the code is from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
2752455_0_1_23.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,ONE-SIDED: SO answer says the code is from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
2789247_0_1_11.java,1,11,netbeans-6.9.1-201007282301/openide.nodes/src/org/openide/nodes/EntrySupport.java,1293,1302,EX,ONE-SIDED SO posts code from java original Arrays implementation. no evidence on qualitas code
2870786_0_1_11.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,SO posts code from apache commons io. apache commons io is copied to tomcat code base
2870786_0_1_11.java,1,11,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,SO posts code from apache commons io. apache commons io is copied to spring code base
2893932_0_1_23.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,"INSECURE: SO answer says the code is copied from http://www.exampledepot.com/egs/javax.net.ssl/trustall.html. But, in another post, the answerer points to an archived version of the web here: SO answer says the code is from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html."
292287_0_1_21.java,1,21,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,103,125,EX,ONE-SIDED: SO answer says the code is copied from http://docs.oracle.com/javase/tutorial/uiswing/components/table.html#data.
3029083_0_1_19.java,1,19,netbeans-6.9.1-201007282301/mobility.midpexamples/SunSamples-Demos/src/example/http/HttpExample.java,51,70,EX,ONE-SIDED SO posts code from java's original HttpConnection class. no evidence on qualitas code
3671309_0_9_24.java,1,16,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,The trustAllCerts is very likely to come from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
3997606_0_70_82.java,1,13,netbeans-6.9.1-201007282301/db.dataview/src/org/netbeans/modules/db/dataview/table/ResultSetTableCellEditor.java,173,185,EX,"cloned code. no evidence as SO links are broken. SO answer says the code is adapted from http://jroller.com/santhosh/entry/keyboard_handling_in_tablecelleditor, http://www.oracle.com/splash/java.net/maintenance/index.html#482236, and https://stackoverflow.com/questions/3979621/get-correct-editing-behaviour-in-jtable-using-java-defaultcelleditor."
4065537_0_1_10.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,SO posts code from io utils. tomcat copies io utils to its code base
4065537_0_1_10.java,1,10,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,SO posts code from io utils. spring copies io utils to its code base
4154530_0_9_28.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/webapp/utils/Utils.java,21,40,EX,ONE-SIDED SO posts code from original Sun implementation. no evidence on eclipse code
4199689_0_1_13.java,1,13,netbeans-6.9.1-201007282301/spring.beans/src/org/netbeans/modules/spring/beans/utils/StringUtils.java,9,20,EX,ONE-SIDED SO posts code from original StringBuilder implementation. no evidence from qualitas code
4388011_2_1_11.java,1,11,batik-src-1.7/batik-1.7/sources/org/apache/batik/gvt/CompositeGraphicsNode.java,526,536,EX,ONE-SIDED SO posts code from ArrayList implementation. no evidence on qualitas
4453908_0_1_21.java,1,21,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,EX,The trustAllCerts is very likely to come from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
4453908_0_1_21.java,1,21,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,The trustAllCerts is very likely to come from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
4565531_1_1_11.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,SO posts code from io utils. tomcat copied io utils to its code base
4565531_1_1_11.java,1,11,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,SO posts code from io utils. struts copied io utils to its code base
5542152_0_1_31.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,392,415,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0_1_31.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,440,463,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0_1_31.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,488,511,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0_1_31.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,536,559,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0_1_31.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,584,607,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0_1_31.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,632,655,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0_1_31.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,680,703,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
554324_0_1_10.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,original snippet is from IOUtils. tomcat copied ioutils to its code base
554324_0_1_10.java,1,10,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,original snippet is from IOUtils. struts copied ioutils to its code base
6236324_0_64_80.java,1,17,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,71,88,EX,ONE-SIDED SO copies code from original Sun snippet.
6236324_0_124_137.java,1,14,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,132,145,EX,ONE-SIDED SO copies code from original Sun snippet.
6356081_0_1_10.java,1,10,batik-src-1.7/batik-1.7/sources/org/apache/batik/ext/awt/image/codec/util/SeekableStream.java,135,144,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0_1_10.java,1,10,batik-src-1.7/batik-1.7/sources/org/apache/batik/ext/awt/image/codec/util/SeekableStream.java,145,154,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0_1_10.java,1,10,iText-src-5/src/core/com/itextpdf/text/pdf/RandomAccessFileOrArray.java,353,362,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0_1_10.java,1,10,iText-src-5/src/core/com/itextpdf/text/pdf/RandomAccessFileOrArray.java,363,372,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0_1_10.java,1,10,netbeans-6.9.1-201007282301/classfile/src/org/netbeans/modules/classfile/ConstantPoolReader.java,72,82,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6441604_0_1_12.java,1,12,drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/RegionsTreePanel.java,234,245,EX,ONE-SIDED SO posts code originally from Java swing class. no evidence regarding qualitas code
6534233_0_1_11.java,1,11,apache-jmeter-2.9/apache-jmeter-2.9/src/core/org/apache/jmeter/util/XPathUtil.java,144,154,EX,"ONE-SIDED: There is no evidence in the original SO answer. However, there's another SO question saying that the code is from somewhere else: https://stackoverflow.com/questions/4412848/xml-node-to-string-in-java."
6691268_0_1_21.java,1,21,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,207,227,EX,SO and qualitas say they copied from original Throwable class
7032144_1_1_11.java,1,11,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/feature/collection/AdaptorFeatureCollection.java,202,216,EX,ONE-SIDED SO posts code from original AbstractCollection class. no evidence on qualitas code
7032144_1_1_11.java,1,11,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/feature/collection/AdaptorFeatureCollection.java,217,231,EX,ONE-SIDED SO posts code from original AbstractCollection class. no evidence on qualitas code
7032144_1_1_11.java,1,11,netbeans-6.9.1-201007282301/cnd.modelimpl/src/org/netbeans/modules/cnd/modelimpl/uid/LazyCsmCollection.java,104,114,EX,ONE-SIDED SO posts code from original AbstractCollection class. no evidence on qualitas code
7071060_1_30_47.java,1,18,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/entity/FileEntity.java,26,41,EX,author of answer provides code which is claimed to be based on apache code
7727999_0_59_89.java,1,31,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,74,100,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
7727999_0_59_89.java,1,31,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,102,128,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
